Date,PRCP,SNOW,099AX,099IN,99EAN,HDD1,CDD1
8/31/1981,0.01,0,87,64,75.5,0,11
9/1/1981,0.01,0,79,67,73,0,8
9/2/1981,0,0,72,64,68,0,3
9/3/1981,0,0,69,62,65.5,0,1
9/4/1981,0.01,0,76,60,68,0,3
9/5/1981,0,0,77,56,66.5,0,2
9/6/1981,0,0,76,56,66,0,1
9/7/1981,0.22,0,75,59,67,0,2
9/8/1981,0,0,73,54,63.5,1,0
9/9/1981,0,0,75,51,63,2,0
9/10/1981,0,0,84,56,70,0,5
9/11/1981,0,0,82,62,72,0,7
9/12/1981,0,0,86,64,75,0,10
9/13/1981,0,0,86,63,74.5,0,10
9/14/1981,0,0,80,61,70.5,0,6
9/15/1981,0,0,76,57,66.5,0,2
9/16/1981,0.04,0,65,50,57.5,7,0
9/17/1981,0.14,0,58,42,50,15,0
9/18/1981,0,0,63,43,53,12,0
9/19/1981,0,0,75,45,60,5,0
9/20/1981,0,0,78,54,66,0,1
9/21/1981,0,0,80,50,65,0,0
9/22/1981,0,0,66,47,56.5,8,0
9/23/1981,0,0,67,42,54.5,10,0
9/24/1981,0,0,75,48,61.5,3,0
9/25/1981,0,0,80,59,69.5,0,5
9/26/1981,2.57,0,85,64,74.5,0,10
9/27/1981,0,0,74,53,63.5,1,0
9/28/1981,0,0,66,43,54.5,10,0
9/29/1981,0.83,0,63,47,55,10,0
9/30/1981,0,0,86,51,68.5,0,4
10/1/1981,0,0,73,44,58.5,6,0
10/2/1981,0,0,56,35,45.5,19,0
10/3/1981,0,0,62,33,47.5,17,0
10/4/1981,0.03,0,69,48,58.5,6,0
10/5/1981,0.91,0,83,58,70.5,0,6
10/6/1981,0,0,67,47,57,8,0
10/7/1981,0,0,60,39,49.5,15,0
10/8/1981,0,0,60,35,47.5,17,0
10/9/1981,0,0,67,44,55.5,9,0
10/10/1981,0.02,0,63,49,56,9,0
10/11/1981,0,0,66,42,54,11,0
10/12/1981,0,0,69,46,57.5,7,0
10/13/1981,0,0,74,48,61,4,0
10/14/1981,0.15,0,62,54,58,7,0
10/15/1981,0.01,0,62,52,57,8,0
10/16/1981,0,0,65,47,56,9,0
10/17/1981,0.69,0,66,49,57.5,7,0
10/18/1981,0.03,0,52,40,46,19,0
10/19/1981,0,0,52,30,41,24,0
10/20/1981,0,0,71,38,54.5,10,0
10/21/1981,0,0,66,44,55,10,0
10/22/1981,0.54,0,48,35,41.5,23,0
10/23/1981,0,0,36,26,31,34,0
10/24/1981,0,0,43,19,31,34,0
10/25/1981,0,0,56,30,43,22,0
10/26/1981,0.24,0,47,40,43.5,21,0
10/27/1981,0.2,0,60,42,51,14,0
10/28/1981,0,0,65,39,52,13,0
10/29/1981,0,0,66,45,55.5,9,0
10/30/1981,0,0,73,48,60.5,4,0
10/31/1981,0,0,72,51,61.5,3,0
11/1/1981,0,0,68,55,61.5,3,0
11/2/1981,0.2,0,66,58,62,3,0
11/3/1981,0,0,70,57,63.5,1,0
11/4/1981,0,0,68,52,60,5,0
11/5/1981,0,0,58,43,50.5,14,0
11/6/1981,0,0,54,35,44.5,20,0
11/7/1981,0,0,61,34,47.5,17,0
11/8/1981,0.04,0,63,40,51.5,13,0
11/9/1981,0,0,50,32,41,24,0
11/10/1981,0,0,48,24,36,29,0
11/11/1981,0,0,55,34,44.5,20,0
11/12/1981,0,0,54,30,42,23,0
11/13/1981,0,0,56,33,44.5,20,0
11/14/1981,0,0,59,29,44,21,0
11/15/1981,0,0,60,35,47.5,17,0
11/16/1981,0,0,54,99,99,0,0
11/17/1981,0,0,58,34,46,19,0
11/18/1981,0,0,57,36,46.5,18,0
11/19/1981,0.27,0,61,34,47.5,17,0
11/20/1981,0.03,0,34,28,31,34,0
11/21/1981,0,0,29,22,25.5,39,0
11/22/1981,0,0,37,16,26.5,38,0
11/23/1981,0.24,0,41,28,34.5,30,0
11/24/1981,0,0,41,31,36,29,0
11/25/1981,0,0,44,34,39,26,0
11/26/1981,0.18,0,62,38,50,15,0
11/27/1981,0,0,38,31,34.5,30,0
11/28/1981,0,0,99,28,99,0,0
11/29/1981,0,0,40,25,32.5,32,0
11/30/1981,0.31,0,42,27,34.5,30,0
12/1/1981,0,0,49,35,42,23,0
12/2/1981,0,0,39,33,36,29,0
12/3/1981,0.15,0,43,30,36.5,28,0
12/4/1981,0.02,0,40,32,36,29,0
12/5/1981,0,0,41,27,34,31,0
12/6/1981,0,0,45,28,36.5,28,0
12/7/1981,0,0,54,34,44,21,0
12/8/1981,0,0,36,30,33,32,0
12/9/1981,0,0,33,24,28.5,36,0
12/10/1981,0,0,32,17,24.5,40,0
12/11/1981,0,0,35,22,28.5,36,0
12/12/1981,0,0,37,20,28.5,36,0
12/13/1981,0,0,38,27,32.5,32,0
12/14/1981,0,0,37,26,31.5,33,0
12/15/1981,0,0,27,16,21.5,43,0
12/16/1981,0.45,5.6,30,21,25.5,39,0
12/17/1981,0.12,1.5,23,10,16.5,48,0
12/18/1981,0,0,14,2,8,57,0
12/19/1981,0,0,11,-3,4,61,0
12/20/1981,0.12,0.8,28,-10,9,56,0
12/21/1981,0.11,0.7,32,28,30,35,0
12/22/1981,0.67,5.9,34,30,32,33,0
12/23/1981,0,0,99,12,99,0,0
12/24/1981,0,0,30,13,21.5,43,0
12/25/1981,0,0,34,15,24.5,40,0
12/26/1981,0,0,38,20,29,36,0
12/27/1981,0.02,0.2,32,23,27.5,37,0
12/28/1981,0.35,3.8,30,10,20,45,0
12/29/1981,0,0,13,-2,5.5,59,0
12/30/1981,0,0,32,5,18.5,46,0
12/31/1981,0.31,0,35,17,26,39,0
1/1/1982,0,0,21,8,14.5,50,0
1/2/1982,0.53,0,37,18,27.5,37,0
1/3/1982,0.85,0,36,33,34.5,30,0
1/4/1982,0.04,0,38,17,27.5,37,0
1/5/1982,0,0,39,13,26,39,0
1/6/1982,0,0,33,18,25.5,39,0
1/7/1982,0,0,18,2,10,55,0
1/8/1982,0,0,27,1,14,51,0
1/9/1982,0.05,0.8,21,-13,4,61,0
1/10/1982,0,0,-5,-23,-14,79,0
1/11/1982,0,0,7,-5,1,64,0
1/12/1982,0.1,1.7,17,4,10.5,54,0
1/13/1982,0.09,1.5,15,8,11.5,53,0
1/14/1982,0,0,10,-3,3.5,61,0
1/15/1982,0.28,3.5,25,-10,7.5,57,0
1/16/1982,0,0,13,-15,-1,66,0
1/17/1982,0.01,0.3,3,-18,-7.5,73,0
1/18/1982,0,0,23,3,13,52,0
1/19/1982,0,0,30,14,22,43,0
1/20/1982,0.21,0,32,20,26,39,0
1/21/1982,0,0,99,21,99,0,0
1/22/1982,0.39,0.3,39,18,28.5,36,0
1/23/1982,0,0,41,6,23.5,41,0
1/24/1982,0.08,1.6,13,1,7,58,0
1/25/1982,0,0,16,0,8,57,0
1/26/1982,0,0,14,-4,5,60,0
1/27/1982,0,0,37,12,24.5,40,0
1/28/1982,0,0,36,18,27,38,0
1/29/1982,1.24,0.5,36,19,27.5,37,0
1/30/1982,1.02,0.6,39,27,33,32,0
1/31/1982,0.9,11.4,27,10,18.5,46,0
2/1/1982,0,0,20,2,11,54,0
2/2/1982,0,0,31,14,22.5,42,0
2/3/1982,0.19,2.4,25,16,20.5,44,0
2/4/1982,0.02,0.4,25,13,19,46,0
2/5/1982,0.07,1,20,3,11.5,53,0
2/6/1982,0,0,4,-10,-3,68,0
2/7/1982,0,0,22,0,11,54,0
2/8/1982,0.24,3,29,12,20.5,44,0
2/9/1982,0,0,20,-5,7.5,57,0
2/10/1982,0,0,8,-14,-3,68,0
2/11/1982,0,0,22,5,13.5,51,0
2/12/1982,0,0,28,12,20,45,0
2/13/1982,0,0,27,12,19.5,45,0
2/14/1982,0,0,39,99,99,0,0
2/15/1982,0,0,41,32,36.5,28,0
2/16/1982,0.35,0,39,33,36,29,0
2/17/1982,0.1,0,36,31,33.5,31,0
2/18/1982,0.34,2,33,31,32,33,0
2/19/1982,0,0,34,31,32.5,32,0
2/20/1982,0,0,45,32,38.5,26,0
2/21/1982,0,0,40,32,36,29,0
2/22/1982,0,0,42,26,34,31,0
2/23/1982,0,0,47,34,40.5,24,0
2/24/1982,0.02,0,34,28,31,34,0
2/25/1982,0,0,29,21,25,40,0
2/26/1982,0,0,34,19,26.5,38,0
2/27/1982,0,0,40,22,31,34,0
2/28/1982,0,0,45,22,33.5,31,0
3/1/1982,0,0,50,33,41.5,23,0
3/2/1982,0.3,1.8,47,26,36.5,28,0
3/3/1982,0.12,0,29,21,25,40,0
3/4/1982,0.43,0,34,25,29.5,35,0
3/5/1982,0,0,31,19,25,40,0
3/6/1982,0,0,29,22,25.5,39,0
3/7/1982,0,0,25,16,20.5,44,0
3/8/1982,0.06,0.5,33,13,23,42,0
3/9/1982,0,0,33,10,21.5,43,0
3/10/1982,0.03,0,53,33,43,22,0
3/11/1982,0.15,0,48,37,42.5,22,0
3/12/1982,0.35,0,63,35,49,16,0
3/13/1982,0,0,54,35,44.5,20,0
3/14/1982,0.24,0,51,35,43,22,0
3/15/1982,0.1,0,44,39,41.5,23,0
3/16/1982,0.23,0,68,43,55.5,9,0
3/17/1982,0,0,46,38,42,23,0
3/18/1982,0,0,50,37,43.5,21,0
3/19/1982,0.73,0,41,36,38.5,26,0
3/20/1982,0.03,0,57,40,48.5,16,0
3/21/1982,0,0,40,34,37,28,0
3/22/1982,0,0,48,34,41,24,0
3/23/1982,0,0,54,34,44,21,0
3/24/1982,0.02,0,57,41,49,16,0
3/25/1982,0.37,0,46,32,39,26,0
3/26/1982,0,0,37,20,28.5,36,0
3/27/1982,0,0,37,24,30.5,34,0
3/28/1982,0,0,45,22,33.5,31,0
3/29/1982,0,0,60,29,44.5,20,0
3/30/1982,0.02,0,65,49,57,8,0
3/31/1982,0,0,62,47,54.5,10,0
4/1/1982,0,0,70,41,55.5,9,0
4/2/1982,0.51,0,71,99,99,0,0
4/3/1982,0.02,0,51,30,40.5,24,0
4/4/1982,0,0,41,24,32.5,32,0
4/5/1982,0.57,3.2,36,19,27.5,37,0
4/6/1982,0,0,29,17,23,42,0
4/7/1982,0.02,0.2,32,16,24,41,0
4/8/1982,0.34,3.2,32,27,29.5,35,0
4/9/1982,0,0,34,26,30,35,0
4/10/1982,0.02,0,44,26,35,30,0
4/11/1982,0,0,48,29,38.5,26,0
4/12/1982,0,0,67,37,52,13,0
4/13/1982,0,0,59,40,49.5,15,0
4/14/1982,0,0,60,37,48.5,16,0
4/15/1982,0.12,0,78,42,60,5,0
4/16/1982,0.58,0,70,58,64,1,0
4/17/1982,0,0,58,46,52,13,0
4/18/1982,0,0,63,41,52,13,0
4/19/1982,0.21,0,63,45,54,11,0
4/20/1982,0,0,57,37,47,18,0
4/21/1982,0,0,54,32,43,22,0
4/22/1982,0,0,59,40,49.5,15,0
4/23/1982,0,0,65,40,52.5,12,0
4/24/1982,0,0,70,43,56.5,8,0
4/25/1982,0,0,65,48,56.5,8,0
4/26/1982,0.06,0,72,40,56,9,0
4/27/1982,0,0,60,36,48,17,0
4/28/1982,0,0,62,36,49,16,0
4/29/1982,0,0,66,45,55.5,9,0
4/30/1982,0,0,66,52,59,6,0
5/1/1982,0,0,72,52,62,3,0
5/2/1982,0,0,76,51,63.5,1,0
5/3/1982,0,0,79,52,65.5,0,1
5/4/1982,0,0,79,60,69.5,0,5
5/5/1982,0,0,86,60,73,0,8
5/6/1982,0.03,0,81,59,70,0,5
5/7/1982,0.34,0,67,47,57,8,0
5/8/1982,0,0,77,48,62.5,2,0
5/9/1982,0,0,83,55,69,0,4
5/10/1982,0,0,82,55,68.5,0,4
5/11/1982,0,0,86,55,70.5,0,6
5/12/1982,0,0,86,60,73,0,8
5/13/1982,0,0,87,64,75.5,0,11
5/14/1982,0,0,89,64,76.5,0,12
5/15/1982,0.48,0,81,61,71,0,6
5/16/1982,0,0,85,60,72.5,0,8
5/17/1982,0,0,88,61,74.5,0,10
5/18/1982,0,0,83,64,73.5,0,9
5/19/1982,0,0,84,63,73.5,0,9
5/20/1982,2.1,0,90,48,69,0,4
5/21/1982,0.62,0,77,47,62,3,0
5/22/1982,0,0,66,56,61,4,0
5/23/1982,0,0,70,57,63.5,1,0
5/24/1982,0,0,68,56,62,3,0
5/25/1982,0,0,74,53,63.5,1,0
5/26/1982,0.35,0,77,61,69,0,4
5/27/1982,0.5,0,74,60,67,0,2
5/28/1982,0,0,78,59,68.5,0,4
5/29/1982,0.35,0,78,64,71,0,6
5/30/1982,0,0,80,65,72.5,0,8
5/31/1982,1.72,0,79,58,68.5,0,4
6/1/1982,0,0,69,53,61,4,0
6/2/1982,0,0,73,54,63.5,1,0
6/3/1982,0.01,0,69,49,59,6,0
6/4/1982,0.04,0,60,50,55,10,0
6/5/1982,0,0,75,49,62,3,0
6/6/1982,0,0,79,54,66.5,0,2
6/7/1982,0.24,0,80,63,71.5,0,7
6/8/1982,0,0,79,66,72.5,0,8
6/9/1982,0.08,0,78,65,71.5,0,7
6/10/1982,0,0,77,54,65.5,0,1
6/11/1982,0,0,78,54,66,0,1
6/12/1982,0.04,0,75,62,68.5,0,4
6/13/1982,0,0,78,59,68.5,0,4
6/14/1982,0,0,81,55,68,0,3
6/15/1982,1.41,0,84,59,71.5,0,7
6/16/1982,0.15,0,67,53,60,5,0
6/17/1982,0,0,75,49,62,3,0
6/18/1982,0.55,0,79,60,69.5,0,5
6/19/1982,0.21,0,70,54,62,3,0
6/20/1982,0,0,79,56,67.5,0,3
6/21/1982,0,0,77,57,67,0,2
6/22/1982,0.02,0,75,58,66.5,0,2
6/23/1982,0,0,76,51,63.5,1,0
6/24/1982,0,0,80,57,68.5,0,4
6/25/1982,0,0,84,58,71,0,6
6/26/1982,0,0,84,62,73,0,8
6/27/1982,0,0,88,69,78.5,0,14
6/28/1982,0.8,0,79,68,73.5,0,9
6/29/1982,0.02,0,86,63,74.5,0,10
6/30/1982,0,0,74,57,65.5,0,1
7/1/1982,0,0,76,57,66.5,0,2
7/2/1982,2.8,0,80,60,70,0,5
7/3/1982,0,0,81,66,73.5,0,9
7/4/1982,0,0,89,71,80,0,15
7/5/1982,0,0,88,69,78.5,0,14
7/6/1982,0,0,89,73,81,0,16
7/7/1982,0.04,0,86,71,78.5,0,14
7/8/1982,0,0,85,66,75.5,0,11
7/9/1982,0,0,86,64,75,0,10
7/10/1982,0.67,0,82,68,75,0,10
7/11/1982,0,0,75,63,69,0,4
7/12/1982,0,0,82,62,72,0,7
7/13/1982,0,0,84,64,74,0,9
7/14/1982,0,0,85,65,75,0,10
7/15/1982,0,0,87,67,77,0,12
7/16/1982,0,0,88,68,78,0,13
7/17/1982,0,0,90,72,81,0,16
7/18/1982,0.92,0,83,72,77.5,0,13
7/19/1982,0.18,0,83,68,75.5,0,11
7/20/1982,0,0,86,70,78,0,13
7/21/1982,0.23,0,87,68,77.5,0,13
7/22/1982,0.12,0,75,66,70.5,0,6
7/23/1982,0,0,82,63,72.5,0,8
7/24/1982,0,0,85,63,74,0,9
7/25/1982,0,0,87,67,77,0,12
7/26/1982,0,0,87,70,78.5,0,14
7/27/1982,0,0,88,72,80,0,15
7/28/1982,0,0,81,64,72.5,0,8
7/29/1982,0,0,83,60,71.5,0,7
7/30/1982,0,0,83,66,74.5,0,10
7/31/1982,0,0,83,63,73,0,8
8/1/1982,0,0,83,62,72.5,0,8
8/2/1982,0,0,91,65,78,0,13
8/3/1982,0,0,92,72,82,0,17
8/4/1982,0,0,93,74,83.5,0,19
8/5/1982,1.09,0,85,70,77.5,0,13
8/6/1982,0,0,87,74,80.5,0,16
8/7/1982,0.01,0,82,72,77,0,12
8/8/1982,0.21,0,85,67,76,0,11
8/9/1982,0,0,78,60,69,0,4
8/10/1982,0.11,0,66,58,62,3,0
8/11/1982,0,0,73,52,62.5,2,0
8/12/1982,0,0,75,53,64,1,0
8/13/1982,0,0,79,57,68,0,3
8/14/1982,0,0,81,56,68.5,0,4
8/15/1982,0,0,83,63,73,0,8
8/16/1982,0,0,84,66,75,0,10
8/17/1982,0,0,85,62,73.5,0,9
8/18/1982,0,0,82,58,70,0,5
8/19/1982,0,0,84,60,72,0,7
8/20/1982,0.22,0,82,64,73,0,8
8/21/1982,0,0,79,59,69,0,4
8/22/1982,0,0,77,55,66,0,1
8/23/1982,0.01,0,77,62,69.5,0,5
8/24/1982,0.71,0,79,58,68.5,0,4
8/25/1982,0,0,77,55,66,0,1
8/26/1982,0.07,0,73,56,64.5,0,0
8/27/1982,0,0,72,54,63,2,0
8/28/1982,0,0,71,50,60.5,4,0
8/29/1982,0,0,80,50,65,0,0
8/30/1982,0.29,0,78,64,71,0,6
8/31/1982,0.05,0,81,62,71.5,0,7
9/1/1982,0.77,0,85,67,76,0,11
9/2/1982,0.03,0,82,61,71.5,0,7
9/3/1982,0,0,76,52,64,1,0
9/4/1982,0,0,78,49,63.5,1,0
9/5/1982,0,0,81,52,66.5,0,2
9/6/1982,0.01,0,74,60,67,0,2
9/7/1982,0.01,0,76,60,68,0,3
9/8/1982,0,0,78,57,67.5,0,3
9/9/1982,0,0,81,58,69.5,0,5
9/10/1982,0,0,85,61,73,0,8
9/11/1982,0,0,87,63,75,0,10
9/12/1982,0,0,85,67,76,0,11
9/13/1982,0.22,0,85,70,77.5,0,13
9/14/1982,0.04,0,88,67,77.5,0,13
9/15/1982,0,0,80,60,70,0,5
9/16/1982,0,0,72,54,63,2,0
9/17/1982,0.37,0,75,52,63.5,1,0
9/18/1982,0,0,70,52,61,4,0
9/19/1982,0,0,72,47,59.5,5,0
9/20/1982,0,0,64,46,55,10,0
9/21/1982,0,0,61,40,50.5,14,0
9/22/1982,0,0,64,43,53.5,11,0
9/23/1982,0.01,0,70,40,55,10,0
9/24/1982,0,0,75,52,63.5,1,0
9/25/1982,0.02,0,99,48,99,0,0
9/26/1982,0,0,66,49,57.5,7,0
9/27/1982,0,0,69,50,59.5,5,0
9/28/1982,0,0,76,48,62,3,0
9/29/1982,0,0,84,55,69.5,0,5
9/30/1982,0,0,86,56,71,0,6
10/1/1982,0,0,84,58,71,0,6
10/2/1982,0,0,82,56,69,0,4
10/3/1982,0.02,0,76,56,66,0,1
10/4/1982,0,0,79,55,67,0,2
10/5/1982,0,0,85,60,72.5,0,8
10/6/1982,0.96,0,85,64,74.5,0,10
10/7/1982,0.03,0,70,48,59,6,0
10/8/1982,0.1,0,81,47,64,1,0
10/9/1982,0.07,0,83,59,71,0,6
10/10/1982,0,0,68,50,59,6,0
10/11/1982,0,0,57,46,51.5,13,0
10/12/1982,0,0,64,42,53,12,0
10/13/1982,0,0,58,43,50.5,14,0
10/14/1982,0,0,58,46,52,13,0
10/15/1982,0,0,67,45,56,9,0
10/16/1982,0,0,57,37,47,18,0
10/17/1982,0,0,62,35,48.5,16,0
10/18/1982,0,0,70,41,55.5,9,0
10/19/1982,1.03,0,62,47,54.5,10,0
10/20/1982,0.14,0,47,33,40,25,0
10/21/1982,0,0,40,29,34.5,30,0
10/22/1982,0,0,49,27,38,27,0
10/23/1982,0,0,53,29,41,24,0
10/24/1982,0,0,56,31,43.5,21,0
10/25/1982,0,0,60,32,46,19,0
10/26/1982,0,0,63,32,47.5,17,0
10/27/1982,0,0,65,38,51.5,13,0
10/28/1982,0.03,0,70,47,58.5,6,0
10/29/1982,0.07,0,62,42,52,13,0
10/30/1982,0,0,56,39,47.5,17,0
10/31/1982,0.56,0,66,52,59,6,0
11/1/1982,0.63,0,70,58,64,1,0
11/2/1982,0.11,0,63,49,56,9,0
11/3/1982,0,0,50,32,41,24,0
11/4/1982,0.01,0.1,34,27,30.5,34,0
11/5/1982,0,0,32,27,29.5,35,0
11/6/1982,0,0,46,23,34.5,30,0
11/7/1982,0,0,64,33,48.5,16,0
11/8/1982,0,0,65,46,55.5,9,0
11/9/1982,0,0,68,44,56,9,0
11/10/1982,0,0,69,46,57.5,7,0
11/11/1982,0.23,0,64,54,59,6,0
11/12/1982,0.43,0,58,22,40,25,0
11/13/1982,0,0,26,18,22,43,0
11/14/1982,0,0,37,23,30,35,0
11/15/1982,0,0,35,17,26,39,0
11/16/1982,0,0,43,23,33,32,0
11/17/1982,0,0,53,28,40.5,24,0
11/18/1982,0,0,55,42,48.5,16,0
11/19/1982,0.54,0,57,51,54,11,0
11/20/1982,0.58,0,62,49,55.5,9,0
11/21/1982,0.15,0,54,40,47,18,0
11/22/1982,0.02,0,51,38,44.5,20,0
11/23/1982,0.37,0.2,49,26,37.5,27,0
11/24/1982,0,0,28,17,22.5,42,0
11/25/1982,0.02,0,34,19,26.5,38,0
11/26/1982,0.29,0,37,31,34,31,0
11/27/1982,0.08,0,38,28,33,32,0
11/28/1982,0.87,0,48,32,40,25,0
11/29/1982,0.01,0,44,36,40,25,0
11/30/1982,0,0,62,36,49,16,0
12/1/1982,0.02,0,61,49,55,10,0
12/2/1982,0.37,0,69,61,65,0,0
12/3/1982,0.9,0,62,50,56,9,0
12/4/1982,0.4,0,58,46,52,13,0
12/5/1982,0.18,0,62,43,52.5,12,0
12/6/1982,0,0,44,36,40,25,0
12/7/1982,0,0,48,33,40.5,24,0
12/8/1982,0.01,0,41,23,32,33,0
12/9/1982,0,0,30,15,22.5,42,0
12/10/1982,0.37,1.7,33,28,30.5,34,0
12/11/1982,0,0,28,11,19.5,45,0
12/12/1982,0,0,22,8,15,50,0
12/13/1982,0,0,33,13,23,42,0
12/14/1982,0.02,0,40,29,34.5,30,0
12/15/1982,0,0,39,32,35.5,29,0
12/16/1982,0,0,35,27,31,34,0
12/17/1982,0,0,34,22,28,37,0
12/18/1982,0,0,45,32,38.5,26,0
12/19/1982,0,0,40,32,36,29,0
12/20/1982,0,0,33,30,31.5,33,0
12/21/1982,0,0,38,22,30,35,0
12/22/1982,0,0,48,31,39.5,25,0
12/23/1982,0,0,59,47,53,12,0
12/24/1982,1.29,0,59,51,55,10,0
12/25/1982,0.3,0,62,35,48.5,16,0
12/26/1982,0,0,40,32,36,29,0
12/27/1982,0.52,0,61,40,50.5,14,0
12/28/1982,0,0,61,26,43.5,21,0
12/29/1982,0,0,26,19,22.5,42,0
12/30/1982,0,0,30,17,23.5,41,0
12/31/1982,0,0,36,24,30,35,0
1/1/1983,0,0,40,25,32.5,32,0
1/2/1983,0,0,34,22,28,37,0
1/3/1983,0,0,30,16,23,42,0
1/4/1983,0,0,39,19,29,36,0
1/5/1983,0,0,31,28,29.5,35,0
1/6/1983,0,0,44,28,36,29,0
1/7/1983,0,0,35,27,31,34,0
1/8/1983,0,0,37,28,32.5,32,0
1/9/1983,0.02,0,44,26,35,30,0
1/10/1983,0.02,0,44,35,39.5,25,0
1/11/1983,0.04,0.4,35,25,30,35,0
1/12/1983,0,0,25,18,21.5,43,0
1/13/1983,0,0,41,21,31,34,0
1/14/1983,0,0,38,30,34,31,0
1/15/1983,0,0,31,19,25,40,0
1/16/1983,0,0,30,19,24.5,40,0
1/17/1983,0,0,26,14,20,45,0
1/18/1983,0,0,26,10,18,47,0
1/19/1983,0,0,27,13,20,45,0
1/20/1983,0,0,31,19,25,40,0
1/21/1983,0.11,0.3,33,25,29,36,0
1/22/1983,0.34,1.1,35,32,33.5,31,0
1/23/1983,0.11,1,33,32,32.5,32,0
1/24/1983,0,0,34,29,31.5,33,0
1/25/1983,0,0,32,28,30,35,0
1/26/1983,0.02,0.2,31,25,28,37,0
1/27/1983,0,0,33,23,28,37,0
1/28/1983,0,0,31,22,26.5,38,0
1/29/1983,0.08,0,38,31,34.5,30,0
1/30/1983,0,0,34,26,30,35,0
1/31/1983,0,0,32,23,27.5,37,0
2/1/1983,0.31,0,34,26,30,35,0
2/2/1983,0.64,0.4,38,26,32,33,0
2/3/1983,0.07,0.7,99,11,99,0,0
2/4/1983,0,0,22,6,14,51,0
2/5/1983,0.01,0.1,28,17,22.5,42,0
2/6/1983,0.1,1.1,30,18,24,41,0
2/7/1983,0,0,23,13,18,47,0
2/8/1983,0,0,38,14,26,39,0
2/9/1983,0,0,38,32,35,30,0
2/10/1983,0,0,37,28,32.5,32,0
2/11/1983,0,0,36,24,30,35,0
2/12/1983,0,0,38,22,30,35,0
2/13/1983,0,0,42,24,33,32,0
2/14/1983,0,0,50,27,38.5,26,0
2/15/1983,0,0,51,33,42,23,0
2/16/1983,0,0,39,34,36.5,28,0
2/17/1983,0,0,37,33,35,30,0
2/18/1983,0,0,44,33,38.5,26,0
2/19/1983,0,0,60,35,47.5,17,0
2/20/1983,0,0,64,40,52,13,0
2/21/1983,0,0,64,42,53,12,0
2/22/1983,0,0,64,42,53,12,0
2/23/1983,0,0,42,34,38,27,0
2/24/1983,0.02,0.1,38,29,33.5,31,0
2/25/1983,0,0,33,25,29,36,0
2/26/1983,0,0,42,21,31.5,33,0
2/27/1983,0,0,49,27,38,27,0
2/28/1983,0,0,55,30,42.5,22,0
3/1/1983,0,0,59,30,44.5,20,0
3/2/1983,0,0,70,36,53,12,0
3/3/1983,0,0,73,43,58,7,0
3/4/1983,0,0,76,53,64.5,0,0
3/5/1983,0.2,0,72,99,99,0,0
3/6/1983,0.31,0,68,52,60,5,0
3/7/1983,0.42,0,60,45,52.5,12,0
3/8/1983,0.04,0,45,28,36.5,28,0
3/9/1983,0.05,0.5,29,25,27,38,0
3/10/1983,0.07,0.8,30,23,26.5,38,0
3/11/1983,0,0,33,27,30,35,0
3/12/1983,0,0,44,27,35.5,29,0
3/13/1983,0,0,58,28,43,22,0
3/14/1983,0,0,44,35,39.5,25,0
3/15/1983,0,0,59,32,45.5,19,0
3/16/1983,0,0,63,37,50,15,0
3/17/1983,0.11,0,60,36,48,17,0
3/18/1983,1.04,0,46,37,41.5,23,0
3/19/1983,0,0,42,35,38.5,26,0
3/20/1983,0.88,7.6,36,28,32,33,0
3/21/1983,0,0,28,23,25.5,39,0
3/22/1983,0,0,29,16,22.5,42,0
3/23/1983,0,0,34,15,24.5,40,0
3/24/1983,0,0,33,20,26.5,38,0
3/25/1983,0,0,38,18,28,37,0
3/26/1983,0.13,0,47,32,39.5,25,0
3/27/1983,0.26,0.2,46,34,40,25,0
3/28/1983,0.03,0,38,32,35,30,0
3/29/1983,0,0,46,30,38,27,0
3/30/1983,0,0,43,36,39.5,25,0
3/31/1983,0.01,0,48,38,43,22,0
4/1/1983,0.73,0,51,42,46.5,18,0
4/2/1983,0.29,0,51,41,46,19,0
4/3/1983,0.07,0,41,38,39.5,25,0
4/4/1983,0.02,0,46,38,42,23,0
4/5/1983,0.2,0,52,42,47,18,0
4/6/1983,0.17,0,55,42,48.5,16,0
4/7/1983,0.05,0,48,38,43,22,0
4/8/1983,0.02,0,55,37,46,19,0
4/9/1983,0.59,0,50,40,45,20,0
4/10/1983,0.12,0,99,38,99,0,0
4/11/1983,0,0,51,35,43,22,0
4/12/1983,0.11,0,62,37,49.5,15,0
4/13/1983,1.34,0,66,52,59,6,0
4/14/1983,0.19,0,56,34,45,20,0
4/15/1983,0,0,46,33,39.5,25,0
4/16/1983,0.03,0,54,31,42.5,22,0
4/17/1983,0,0,42,28,35,30,0
4/18/1983,0,0,39,26,32.5,32,0
4/19/1983,0,0,46,25,35.5,29,0
4/20/1983,0,0,54,29,41.5,23,0
4/21/1983,0,0,63,36,49.5,15,0
4/22/1983,0,0,65,47,56,9,0
4/23/1983,0,0,68,42,55,10,0
4/24/1983,0,0,59,40,49.5,15,0
4/25/1983,0,0,71,40,55.5,9,0
4/26/1983,0,0,78,48,63,2,0
4/27/1983,1.14,0,79,57,68,0,3
4/28/1983,0.46,0,59,50,54.5,10,0
4/29/1983,0.06,0,63,46,54.5,10,0
4/30/1983,0.84,0,64,52,58,7,0
5/1/1983,2.26,0,69,51,60,5,0
5/2/1983,0,0,62,52,57,8,0
5/3/1983,0.12,0,54,46,50,15,0
5/4/1983,0,0,65,43,54,11,0
